id_event,adsress,date
1830,"New Orleans, LA, USA",2016-06-29 00:00:00+00:00
1831,"Dacusville, SC 29640, USA",2013-05-14 00:00:00+00:00
1832,"Pembroke Ln, Shasta Lake, CA 96019, USA",2016-06-01 00:00:00+00:00
1833,"Louisville, TN, USA",2016-06-29 00:00:00+00:00
1834,"Atlanta, GA, USA",2016-06-29 00:00:00+00:00
1835,"Stoneham, MA, USA",2016-06-29 00:00:00+00:00
1836,"Richmond St, Bo Oakdale, Cape Town, 7530, South Africa",2016-06-29 00:00:00+00:00
1837,"Wauwatosa, WI, USA",2016-06-22 00:00:00+00:00
1838,"Marshall, AR 72650, USA",2003-04-22 00:00:00+00:00
1839,"2014 Connecticut Ave, Bridgeport, CT 06607, USA",2014-07-29 00:00:00+00:00
1840,"Denver, CO, USA",2016-06-21 00:00:00+00:00
1841,"Louis Cres, Weltevreden Valley, Cape Town, 7785, South Africa",2016-06-21 00:00:00+00:00
1842,"Metairie, LA, USA",2016-06-22 00:00:00+00:00
1843,"Laurens, SC 29360, USA",2011-07-13 00:00:00+00:00
1844,"Cincinnati, OH, USA",2016-06-23 00:00:00+00:00
1845,"Atlanta Rd, Dennemere, Cape Town, 7580, South Africa",2016-06-29 00:00:00+00:00
1846,"Belton, MO, USA",2016-06-24 00:00:00+00:00
1847,"Buffalo, NY, USA",2016-06-27 00:00:00+00:00
1848,"Roseville, MI 48066, USA",2016-06-29 00:00:00+00:00
1849,"Brampton, ON, Canada",2016-06-26 00:00:00+00:00
1850,"Newark, NJ, USA",2016-06-26 00:00:00+00:00
1851,"Ocala, FL, USA",2016-06-22 00:00:00+00:00
1852,"East Orange, NJ, USA",2016-07-23 00:00:00+00:00
1853,"Haverstraw, NY, USA",2012-09-24 00:00:00+00:00
1854,"Topeka, KS, USA",2016-06-19 00:00:00+00:00
1855,"N Illinois St, Indianapolis, IN, USA",2016-06-26 00:00:00+00:00
1856,"Indianapolis, IN, USA",2016-06-26 00:00:00+00:00
1857,"Pembroke Pines, FL, USA",2016-06-06 00:00:00+00:00
1858,"Fulshear, TX, USA",2016-06-29 00:00:00+00:00
1859,"Wilmington, OH 45177, USA",2016-06-15 00:00:00+00:00
1860,"Unclear, Cape Town, 7530, South Africa",2016-06-25 00:00:00+00:00
1861,"Maryville, IL, USA",2016-06-25 00:00:00+00:00
1862,"Viernheim, Germany",2016-06-23 00:00:00+00:00
1863,"Katy, TX, USA",2016-06-24 00:00:00+00:00
1864,"Peterborough, NH 03458, USA",2016-06-21 00:00:00+00:00
1865,"Lincoln, NE, USA",2016-06-25 00:00:00+00:00
1866,"Tulsa Cl, Malibu Village, Cape Town, 7100, South Africa",2016-06-26 00:00:00+00:00
1867,"Warren, OH, USA",2016-06-27 00:00:00+00:00
1868,"Huntsville, AL, USA",2016-06-15 00:00:00+00:00
1869,"Casper, WY, USA",2016-06-21 00:00:00+00:00
1870,"Tulsa, OK, USA",2016-06-19 00:00:00+00:00
1871,"Riverview, FL, USA",2016-06-19 00:00:00+00:00
1872,"Prichard, AL, USA",2016-06-14 00:00:00+00:00
1873,"Glendale, CA, USA",2016-06-25 00:00:00+00:00
1874,"Pine Cres, Forest Glade, Cape Town, 7100, South Africa",2016-06-02 00:00:00+00:00
1875,"Harlem River, New York, NY, USA",2016-06-23 00:00:00+00:00
1876,"Aransas Pass, TX, USA",2016-06-28 00:00:00+00:00
1877,"Crown Heights, Brooklyn, NY, USA",2016-01-29 00:00:00+00:00
1878,"Greenville, SC, USA",2016-11-19 00:00:00+00:00
1879,"Denver, MO 64441, USA",2016-06-29 00:00:00+00:00
1880,"Roseville, IL 61473, USA",2016-07-04 00:00:00+00:00
1881,"Baltimore, MD, USA",2016-06-24 00:00:00+00:00
1882,"Baton Rouge, LA, USA",2016-06-14 00:00:00+00:00
1883,"San Antonio, CA 94952, USA",2016-02-04 00:00:00+00:00
1884,"Roseau, Dominica",2016-03-02 00:00:00+00:00
1885,"Huber Heights, OH, USA",2016-06-29 00:00:00+00:00
1886,"Mt Morris Township, MI, USA",2016-06-28 00:00:00+00:00
1887,"Outside Trail, Noblesville, IN 46060, USA",2016-06-29 00:00:00+00:00
1888,"Arizona Trail, Williams, AZ 86046, USA",2016-06-24 00:00:00+00:00
1889,"Greater Grand Crossing, Chicago, IL, USA",2016-03-30 00:00:00+00:00
1890,"Englewood, Chicago, IL, USA",2016-03-30 00:00:00+00:00
1891,"Rogers Park, Chicago, IL, USA",2016-03-30 00:00:00+00:00
1892,"Austin, Chicago, IL, USA",2016-04-02 00:00:00+00:00
1893,"Brighton Park, Chicago, IL, USA",2016-03-31 00:00:00+00:00
1894,"Austin, TX, USA",2016-04-05 00:00:00+00:00
1895,"Irving Park, Chicago, IL, USA",2016-04-05 00:00:00+00:00
1896,"Morgan Park, Chicago, IL, USA",2016-04-05 00:00:00+00:00
1897,"Winter Pl, Belhar 21, Cape Town, 7493, South Africa",2016-04-02 00:00:00+00:00
1898,"Austin Cres, Beacon Valley, Cape Town, 7785, South Africa",2016-04-05 00:00:00+00:00
1899,"Chicago Cl, Cape Town, 7784, South Africa",2016-04-03 00:00:00+00:00
1900,"East Harlem, New York, NY, USA",2015-12-13 00:00:00+00:00
1901,"Los Angeles, CA, USA",2016-04-04 00:00:00+00:00
1902,"The OUTSIDE IN, 249 Ferdon Ave, Piermont, NY 10968, USA",2016-06-24 00:00:00+00:00
1903,"E South Shore Dr, Chicago, IL 60649, USA",2016-04-04 00:00:00+00:00
1904,"New Milford, CT, USA",2016-06-26 00:00:00+00:00
1905,"Dar es Salaam, Tanzania",2016-06-24 00:00:00+00:00
1906,"Caledonia, WI, USA",2016-04-03 00:00:00+00:00
1907,"Lancaster, VA 22503, USA",2016-06-19 00:00:00+00:00
1908,"Willimantic, Windham, CT, USA",2016-06-25 00:00:00+00:00
1909,"Clackamas, OR, USA",2016-06-26 00:00:00+00:00
1910,"Ottumwa, IA 52501, USA",2016-06-25 00:00:00+00:00
1911,"Savannah, GA, USA",2016-04-02 00:00:00+00:00
1912,"Inglewood, CA, USA",2016-04-04 00:00:00+00:00
1913,"Baraboo, WI 53913, USA",2016-04-05 00:00:00+00:00
1914,"Mesa, AZ, USA",2016-03-30 00:00:00+00:00
1915,"Lincoln St, Eikenbosch, Cape Town, 7530, South Africa",2016-06-26 00:00:00+00:00
1916,"Evansville, MN 56326, USA",2016-06-16 00:00:00+00:00
1917,"San Antonio, TX, USA",2016-06-17 00:00:00+00:00
1918,"Greenville Close, Cape Town, 7550, South Africa",2016-05-13 00:00:00+00:00
1919,"Fairview, PA, USA",2016-06-23 00:00:00+00:00
1920,"Talking Rock, GA 30175, USA",2016-04-03 00:00:00+00:00
1921,"Hollywood Cres, Malibu Village, Cape Town, 7100, South Africa",2016-06-01 00:00:00+00:00
1922,"Altamonte Springs, FL, USA",2016-06-21 00:00:00+00:00
1923,"Chicago, IL, USA",2016-04-07 00:00:00+00:00
1924,"Woodlawn, IL 62898, USA",2016-04-12 00:00:00+00:00
1925,"Englewood, KS 67831, USA",2016-04-10 00:00:00+00:00
1926,"Wicker Park, Chicago, IL, USA",2016-04-12 00:00:00+00:00
1927,"Oklahoma, Oklahoma City, OK 73105, USA",2016-03-30 00:00:00+00:00
1928,"Bronzeville, Chicago, IL, USA",2016-04-08 00:00:00+00:00
1929,"Englewood, Chicago, IL, USA",2016-04-12 00:00:00+00:00
1930,"Hartland, NY 14067, USA",2016-04-03 00:00:00+00:00
1931,"Jonesboro, GA, USA",2016-04-03 00:00:00+00:00
1932,"Atlanta Rd, Dennemere, Cape Town, 7580, South Africa",2016-04-03 00:00:00+00:00
1933,"West Englewood, Chicago, IL 60636, USA",2016-04-09 00:00:00+00:00
1934,"Washington Heights, Chicago, IL, USA",2016-04-11 00:00:00+00:00
1935,"Buckhead, Atlanta, GA, USA",2016-04-01 00:00:00+00:00
1936,"Bridgeport, IL 62417, USA",2016-04-12 00:00:00+00:00
1937,"Garfield Park, Chicago, IL, USA",2016-04-07 00:00:00+00:00
1938,"Columbia Way, Ikwezipark, Cape Town, 7784, South Africa",2016-03-30 00:00:00+00:00
1939,"DeKalb, IL, USA",2016-03-30 00:00:00+00:00
1940,"Huntington, NY, USA",2016-04-07 00:00:00+00:00
1941,"Charleston, WV, USA",2016-04-07 00:00:00+00:00
1942,"Taylor, MI 48180, USA",2016-04-04 00:00:00+00:00
1943,"Eastchester, Bronx, NY, USA",2016-04-06 00:00:00+00:00
1944,"Lake View, Chicago, IL, USA",2016-02-04 00:00:00+00:00
1945,"West Seneca, NY, USA",2010-04-25 00:00:00+00:00
1946,"Niagara Falls, NY, USA",2016-04-01 00:00:00+00:00
1947,"Bloomington, IN, USA",2016-09-05 00:00:00+00:00
1948,"Buffalo Cres, Kuils River, Cape Town, 7579, South Africa",2016-04-02 00:00:00+00:00
1949,"Fullerton, CA, USA",2016-04-03 00:00:00+00:00
1950,"Kodiak, AK, USA",2016-03-27 00:00:00+00:00
1951,"Arapahoe, NC, USA",2016-02-01 00:00:00+00:00
1952,"Arapahoe, NC, USA",2016-03-28 00:00:00+00:00
1953,"Danville, VA, USA",2016-04-08 00:00:00+00:00
1954,"Manhattan, KS, USA",2016-02-05 00:00:00+00:00
1955,"Axton, VA 24054, USA",2016-04-08 00:00:00+00:00
1956,"Snyder, TX 79549, USA",2013-03-13 00:00:00+00:00
1957,"Harlem, New York, NY, USA",2015-10-26 00:00:00+00:00
1958,"Pulaski, VA 24301, USA",2016-04-12 00:00:00+00:00
1959,"Niagara Falls, NY, USA",2015-12-03 00:00:00+00:00
1960,"Lynchburg, VA, USA",2016-04-12 00:00:00+00:00
1961,"Roanoke, IN 46783, USA",2016-04-08 00:00:00+00:00
1962,"Roanoke, VA, USA",2016-04-12 00:00:00+00:00
1963,"Leon, NY 14726, USA",2016-04-01 00:00:00+00:00
1964,"Carver Rd, Fieldale, VA, USA",2016-04-12 00:00:00+00:00
1965,"Middletown - Pelham Bay, Bronx, NY, USA",2016-12-02 00:00:00+00:00
1966,"Linda, Laplace, LA 70068, USA",2016-04-03 00:00:00+00:00
1967,"Providence, RI, USA",2016-04-01 00:00:00+00:00
1968,"Juneau, AK, USA",2016-03-29 00:00:00+00:00
1969,"Buffalo Rd, Langeberg Ridge, Cape Town, 7550, South Africa",2016-10-26 00:00:00+00:00
1970,"Wallkill, NY 12589, USA",2016-02-04 00:00:00+00:00
1971,"Fulton, MO 65251, USA",2016-04-02 00:00:00+00:00
1972,"Alum Spring, Basye, VA 22810, USA",2016-04-08 00:00:00+00:00
1973,"Boerne, TX 78006, USA",2016-04-02 00:00:00+00:00
1974,"Bedford, MA, USA",2016-07-25 00:00:00+00:00
1975,"Plainview, MN 55964, USA",2016-04-02 00:00:00+00:00
1976,"Danville, VA, USA",2016-01-01 00:00:00+00:00
1977,"Buffalo, NY, USA",2016-04-02 00:00:00+00:00
1978,"Cochecton, NY 12726, USA",2016-04-01 00:00:00+00:00
1979,"Savanna Cl, Cape Town, 7550, South Africa",2016-04-04 00:00:00+00:00
1980,"Buffalo, NY, USA",2015-11-16 00:00:00+00:00
1981,"Odessa, TX, USA",2016-04-02 00:00:00+00:00
1982,"Portland, OR, USA",2016-04-13 00:00:00+00:00
1983,"Buffalo Rd, Vygeboom, Cape Town, 7550, South Africa",2016-04-09 00:00:00+00:00
1984,"Queens, NY, USA",2016-01-27 00:00:00+00:00
1985,"Scipio, IN 47273, USA",2016-04-04 00:00:00+00:00
1986,"Weitchpec, CA 95546, USA",2016-04-09 00:00:00+00:00
1987,"Sugar Grove, NC 28679, USA",2016-04-07 00:00:00+00:00
1988,"Bristol, TN, USA",2016-04-12 00:00:00+00:00
1989,"Carter Ln, Grand Junction, CO 81503, USA",2016-04-12 00:00:00+00:00
1990,"Oakwood Manor, 49 Oakwood Manor Cv, Somerville, TN 38068, USA",2016-04-12 00:00:00+00:00
1991,"Kokhanok, AK, USA",2016-04-10 00:00:00+00:00
1992,"Johnson City, TN, USA",2016-04-08 00:00:00+00:00
1993,"Miami, FL, USA",2016-04-06 00:00:00+00:00
1994,"Peoria, IL, USA",2016-04-09 00:00:00+00:00
1995,"Hamilton Heights, Marlborough Park, Cape Town, 7560, South Africa",2016-03-12 00:00:00+00:00
1996,"Dayton, OH, USA",2016-04-11 00:00:00+00:00
1997,"Monaca, PA 15061, USA",2016-04-05 00:00:00+00:00
1998,"Michigan - Martin, Detroit, MI 48210, USA",2016-03-12 00:00:00+00:00
1999,"Springfield St, N.T., Cape Town, 7493, South Africa",2016-04-11 00:00:00+00:00
2000,"Ferndale, MI 48220, USA",2015-08-02 00:00:00+00:00
2001,"Trotwood, OH, USA",2016-04-10 00:00:00+00:00
2002,"Springfield, OH, USA",2016-03-12 00:00:00+00:00
2003,"Dayton, MN, USA",2016-04-12 00:00:00+00:00
2004,"Savannah, NY 13146, USA",2015-11-27 00:00:00+00:00
2005,"Unclear, Cape Town, 7530, South Africa",2016-04-11 00:00:00+00:00
2006,"Queens, NY, USA",2015-12-05 00:00:00+00:00
2007,"Michigan - Martin, Detroit, MI 48210, USA",2016-04-11 00:00:00+00:00
2008,"Richmond, IN 47374, USA",2016-10-22 00:00:00+00:00
2009,"Taylor, MI 48180, USA",2014-11-24 00:00:00+00:00
2010,"Dayton, TX 77535, USA",2016-04-07 00:00:00+00:00
2011,"Detroit Cres, Malibu Village, Cape Town, 7100, South Africa",2016-04-11 00:00:00+00:00
2012,"Eckerty, IN 47116, USA",2016-04-09 00:00:00+00:00
2013,"Dayton, OH, USA",2016-01-25 00:00:00+00:00
2014,"Omaha, NE, USA",2016-04-05 00:00:00+00:00
2015,"Dayton, IN, USA",2016-08-20 00:00:00+00:00
2016,"Cheektowaga, NY, USA",2016-03-31 00:00:00+00:00
2017,"Middletown, OH, USA",2016-04-08 00:00:00+00:00
2018,"Piqua, OH 45356, USA",2015-11-14 00:00:00+00:00
2019,"Clayton, OH, USA",2015-12-15 00:00:00+00:00
2020,"Dayton, OH, USA",2016-03-12 00:00:00+00:00
2021,"Waco, TX, USA",2016-04-10 00:00:00+00:00
2022,"Springfield, IL, USA",2016-02-11 00:00:00+00:00
2023,"Columbus St, Forest Glade, Cape Town, 7100, South Africa",2016-04-12 00:00:00+00:00
2024,"Rome, GA, USA",2016-04-07 00:00:00+00:00
2025,"Rome Rd, Brackenfell South, Cape Town, 7560, South Africa",2016-04-01 00:00:00+00:00
2026,"Portland, OR, USA",2016-04-01 00:00:00+00:00
2027,"Cedartown, GA 30125, USA",2016-10-29 00:00:00+00:00
2028,"New Haven, CT, USA",2016-04-05 00:00:00+00:00
2029,"Norwalk, CA, USA",2016-04-02 00:00:00+00:00
2030,"Santa Maria, CA, USA",2016-04-24 00:00:00+00:00
2031,"King City, CA, USA",2016-04-05 00:00:00+00:00
2032,"Thermal, CA 92274, USA",2015-09-26 00:00:00+00:00
2033,"Kalispell, MT 59901, USA",2016-04-05 00:00:00+00:00
2034,"Phoenix, AZ, USA",2016-04-05 00:00:00+00:00
2035,"South Bronx, Bronx, NY 10455, USA",2016-04-05 00:00:00+00:00
2036,"Bronx, NY, USA",2016-04-04 00:00:00+00:00
2037,"Xenia, OH 45385, USA",2016-04-10 00:00:00+00:00
2038,"East Flatbush, Brooklyn, NY, USA",2015-12-25 00:00:00+00:00
2039,"Brooklyn, NY, USA",2016-04-05 00:00:00+00:00
2040,"Crown Heights, Brooklyn, NY, USA",2016-04-04 00:00:00+00:00
2041,"Manhattan, New York, NY, USA",2015-10-20 00:00:00+00:00
2042,"Humboldt Park, Chicago, IL, USA",2016-03-31 00:00:00+00:00
2043,"Union, NJ, USA",2016-04-03 00:00:00+00:00
2044,"Logan Square, Chicago, IL, USA",2016-04-03 00:00:00+00:00
2045,"Chatham, IL, USA",2016-03-31 00:00:00+00:00
2046,"Humbolt Ave, Perm Gardens, Cape Town, 7100, South Africa",2015-11-04 00:00:00+00:00
2047,"Hermosa, Chicago, IL 60639, USA",2016-04-05 00:00:00+00:00
2048,"Fargo, GA 31631, USA",2016-02-11 00:00:00+00:00
2049,"York, UK",2016-02-11 00:00:00+00:00
2050,"Oceanside, CA, USA",2013-03-13 00:00:00+00:00
2051,"Memphis, NY 13112, USA",2016-02-11 00:00:00+00:00
2052,"Atlantic, IA 50022, USA",2016-02-11 00:00:00+00:00
2053,"Fargo, ND, USA",2016-02-09 00:00:00+00:00
2054,"Hartford, AL 36344, USA",2016-02-10 00:00:00+00:00
2055,"Rocky Mount, NC, USA",2016-02-11 00:00:00+00:00
2056,"Antioch, CA, USA",2016-02-11 00:00:00+00:00
2057,"Bamako, Mali",2016-02-04 00:00:00+00:00
2058,"Seattle, WA, USA",2016-02-11 00:00:00+00:00
2059,"Memphis, TX 79245, USA",2016-02-10 00:00:00+00:00
2060,"Hephzibah, GA 30815, USA",2015-12-06 00:00:00+00:00
2061,"Belfast, UK",2016-02-25 00:00:00+00:00
2062,"Broadway St, Malibu Village, Cape Town, 7100, South Africa",2016-10-19 00:00:00+00:00
2063,"Athens, GA, USA",2016-02-04 00:00:00+00:00
2064,"Whittier, CA, USA",2016-02-21 00:00:00+00:00
2065,"Oconomowoc, WI 53066, USA",2016-05-01 00:00:00+00:00
2066,"Silver Springs, NV, USA",2016-02-25 00:00:00+00:00
2067,"Omaha, GA 31821, USA",2016-02-24 00:00:00+00:00
2068,"Soddy-Daisy, TN, USA",2016-02-23 00:00:00+00:00
2069,"Cedar Rapids, IA, USA",2016-02-23 00:00:00+00:00
2070,"West Humboldt Park, Chicago, IL, USA",2016-02-04 00:00:00+00:00
2071,"Ripley, TN 38063, USA",2016-02-09 00:00:00+00:00
2072,"Greeley Cir, Spring Lake, NC 28390, USA",2015-02-28 00:00:00+00:00
2073,"Pooler, GA, USA",2016-02-10 00:00:00+00:00
2074,"Cleveland St, Boston, Cape Town, 7530, South Africa",2016-02-12 00:00:00+00:00
2075,"Dearborn Heights, MI, USA",2016-04-09 00:00:00+00:00
2076,"Anchor Point, AK, USA",2016-02-10 00:00:00+00:00
2077,"Outside Blvd, North Pole, AK 99705, USA",2016-12-06 00:00:00+00:00
2078,"Wilkinsburg, PA, USA",2016-02-17 00:00:00+00:00
2079,"Glade Spring, VA 24340, USA",2016-04-12 00:00:00+00:00
2080,"Elkhart, IN, USA",2016-04-13 00:00:00+00:00
2081,"Cape Town, South Africa",2016-02-14 00:00:00+00:00
2082,"Storm Lake, IA 50588, USA",2016-02-16 00:00:00+00:00
2083,"Lockland, OH 45215, USA",2016-02-16 00:00:00+00:00
2084,"Bridgeport, Chicago, IL, USA",2016-04-05 00:00:00+00:00
2085,"St Augustine, FL, USA",2016-04-04 00:00:00+00:00
2086,"North Hills, Los Angeles, CA, USA",2016-03-30 00:00:00+00:00
2087,"Hyde Park, Chicago, IL, USA",2016-04-05 00:00:00+00:00
2088,"Atlanta, Weston, FL 33326, USA",2016-04-02 00:00:00+00:00
2089,"Cheviot, OH 45211, USA",2016-02-17 00:00:00+00:00
2090,"Wichita Falls, TX, USA",2016-02-13 00:00:00+00:00
2091,"Lamesa, TX 79331, USA",2016-02-09 00:00:00+00:00
2092,"Lockport, LA 70374, USA",2016-04-04 00:00:00+00:00
2093,"Carbondale, IL, USA",2016-02-15 00:00:00+00:00
2094,"Waco, KY 40385, USA",2016-05-17 00:00:00+00:00
2095,"El Monte, CA, USA",2015-09-09 00:00:00+00:00
2096,"Scottsville, VA 24590, USA",2016-02-13 00:00:00+00:00
2097,"Berkeley, CA, USA",2016-02-09 00:00:00+00:00
2098,"The OUTSIDE IN, 249 Ferdon Ave, Piermont, NY 10968, USA",2016-02-13 00:00:00+00:00
2099,"Lawrenceville, PA 16929, USA",2016-03-12 00:00:00+00:00
2100,"Silver Springs, FL, USA",2016-02-25 00:00:00+00:00
2101,"Sweetwater, TX 79556, USA",2016-03-29 00:00:00+00:00
2102,"Chester, UK",2016-02-25 00:00:00+00:00
2103,"West Palm Beach, FL, USA",2016-02-14 00:00:00+00:00
2104,"Monroe, LA, USA",2016-02-23 00:00:00+00:00
2105,"Medford, OR, USA",2016-01-18 00:00:00+00:00
2106,"Lexington, SC, USA",2016-02-14 00:00:00+00:00
2107,"Santa Ana, CA, USA",2016-02-11 00:00:00+00:00
2108,"Coconut Grove, Miami, FL, USA",2016-02-13 00:00:00+00:00
2109,"Boise, ID, USA",2016-02-13 00:00:00+00:00
2110,"Kelowna, BC, Canada",2016-02-14 00:00:00+00:00
2111,"Mauldin, SC, USA",2016-02-11 00:00:00+00:00
2112,"Prichard, AL, USA",2016-02-13 00:00:00+00:00
2113,"Aloha, OR, USA",2016-02-08 00:00:00+00:00
2114,"Salmon, ID 83467, USA",2016-02-13 00:00:00+00:00
2115,"Cayce, SC, USA",2015-11-17 00:00:00+00:00
2116,"Avondale, AZ, USA",2016-02-15 00:00:00+00:00
2117,"Lancaster St, The Hague, Cape Town, 7100, South Africa",2016-02-12 00:00:00+00:00
2118,"Leesburg, VA, USA",2016-01-31 00:00:00+00:00
2119,"Celina, OH 45822, USA",2016-02-11 00:00:00+00:00
2120,"Woodland, WA 98674, USA",2015-06-27 00:00:00+00:00
2121,"Cape Town, South Africa",2016-02-14 00:00:00+00:00
2122,"Pine Bluff, AR, USA",2016-02-16 00:00:00+00:00
2123,"Amarillo, TX, USA",2016-02-15 00:00:00+00:00
2124,"Bridgeton, NJ 08302, USA",2015-04-12 00:00:00+00:00
2125,"Sydney St, Oakdale, Cape Town, 7530, South Africa",2000-11-23 00:00:00+00:00
2126,"Meridian, MS, USA",2016-02-14 00:00:00+00:00
2127,"Reston, VA, USA",2016-02-10 00:00:00+00:00
2128,"East Los Angeles, CA, USA",2016-03-12 00:00:00+00:00
2129,"New York, NY 10004, USA, New York, NY 10004, USA",2016-02-10 00:00:00+00:00
2130,"Knightdale, NC, USA",2016-02-14 00:00:00+00:00
2131,"Marrero, LA 70072, USA",2016-02-04 00:00:00+00:00
2132,"Outside Blvd, North Pole, AK 99705, USA",2016-02-12 00:00:00+00:00
2133,"Davenport, IA, USA",2016-02-13 00:00:00+00:00
2134,"Dayton, TN 37321, USA",2016-04-12 00:00:00+00:00
2135,"Junagadh, Gujarat, India",2016-02-09 00:00:00+00:00
2136,"Buckingham, VA 23921, USA",2016-02-13 00:00:00+00:00
2137,"Geelong VIC, Australia",2016-02-09 00:00:00+00:00
2138,"Tampa, FL, USA",2016-01-26 00:00:00+00:00
2139,"Da Nephew St, North Pole, AK 99705, USA",2016-02-14 00:00:00+00:00
2140,"Waycross, GA, USA",2016-02-14 00:00:00+00:00
2141,"Wilmington, NC, USA",2016-02-14 00:00:00+00:00
2142,"Jacksonville, AR, USA",2016-02-11 00:00:00+00:00
2143,"Battle Creek, MI, USA",2016-02-07 00:00:00+00:00
2144,"Toledo, IA, USA",2016-02-12 00:00:00+00:00
2145,"Durham Rd, Cape Town, South Africa",2016-02-14 00:00:00+00:00
2146,"Warren, MI, USA",2016-02-10 00:00:00+00:00
2147,"Lac-Simon, QC J0V, Canada",2016-02-13 00:00:00+00:00
2148,"Daytona Beach, FL, USA",2016-02-13 00:00:00+00:00
2149,"Fort Recovery, OH 45846, USA",2016-02-11 00:00:00+00:00
2150,"Virginia Beach, VA, USA",2016-02-12 00:00:00+00:00
2151,"Holland, IN 47541, USA",2013-07-13 00:00:00+00:00
2152,"Fargo, OK 73840, USA",2016-02-10 00:00:00+00:00
2153,"Glendale Rd, Glenhaven, Cape Town, 7530, South Africa",2016-02-12 00:00:00+00:00
2154,"Honolii Pl, Hilo, HI 96720, USA",2016-02-09 00:00:00+00:00
2155,"Quetta, Pakistan",2016-02-04 00:00:00+00:00
2156,"Mobile, AL, USA",2016-02-09 00:00:00+00:00
2157,"Lafayette, IN, USA",2016-02-12 00:00:00+00:00
2158,"Memphis, TN, USA",2016-02-02 00:00:00+00:00
2159,"Indianapolis, IN, USA",2016-02-13 00:00:00+00:00
2160,"Bath, ME 04530, USA",2016-02-11 00:00:00+00:00
2161,"Phoenix, LA 70040, USA",2016-02-12 00:00:00+00:00
2162,"Alexandra St, Oakdale, Cape Town, 7530, South Africa",2016-02-10 00:00:00+00:00
2163,"Kamloops, BC, Canada",2016-02-07 00:00:00+00:00
2164,"Louisville, GA 30434, USA",2016-02-13 00:00:00+00:00
2165,"Plymouth, MI 48170, USA",2016-01-01 00:00:00+00:00
2166,"Delray Beach, FL, USA",2016-02-09 00:00:00+00:00
2167,"Memphis, TN, USA",2016-02-13 00:00:00+00:00
2168,"Alexandria, LA, USA",2016-02-10 00:00:00+00:00
2169,"Federal Way, WA, USA",2016-02-06 00:00:00+00:00
2170,"Fountain City, Knoxville, TN 37918, USA",2016-02-13 00:00:00+00:00
2171,"Cleveland, OH, USA",2016-04-13 00:00:00+00:00
2172,"White Hills, AZ 86445, USA",2014-08-25 00:00:00+00:00
2173,"Pine Bluff, AR, USA",2016-02-06 00:00:00+00:00
2174,"Jacksonville, NC, USA",2016-01-17 00:00:00+00:00
2175,"Chandler, AZ, USA",2016-01-29 00:00:00+00:00
2176,"Little Havana, Miami, FL, USA",2016-02-13 00:00:00+00:00
2177,"Las Vegas, NV, USA",2016-02-05 00:00:00+00:00
2178,"Topeka, IL 61567, USA",2016-02-07 00:00:00+00:00
2179,"Indy Ct, De Pere, WI 54115, USA",2016-02-06 00:00:00+00:00
2180,"Glendale, AZ, USA",2016-02-02 00:00:00+00:00
2181,"Miami Gardens, FL, USA",2016-02-12 00:00:00+00:00
2182,"Detroit Cres, Malibu Village, Cape Town, 7100, South Africa",2016-02-13 00:00:00+00:00
2183,"Charleston, IL 61920, USA",2016-02-03 00:00:00+00:00
2184,"Washington, GA 30673, USA",2016-04-12 00:00:00+00:00
2185,"Washington, DC, USA",2016-02-05 00:00:00+00:00
2186,"Vacaville, CA, USA",2016-04-12 00:00:00+00:00
2187,"Fairfield St, Cape Town, 7500, South Africa",2016-04-12 00:00:00+00:00
2188,"Pasadena, MD 21122, USA",2016-04-12 00:00:00+00:00
2189,"Brisbane Rd, Eindhoven, Cape Town, 7100, South Africa",2016-02-07 00:00:00+00:00
2190,"Miami, AZ 85539, USA",2016-04-11 00:00:00+00:00
2191,"Dayton, WA 99328, USA",2016-04-12 00:00:00+00:00
2192,"Columbus, OH, USA",2016-02-11 00:00:00+00:00
2193,"Riviera Beach, FL, USA",2016-02-12 00:00:00+00:00
2194,"Port Allen, LA 70767, USA",2016-04-11 00:00:00+00:00
2195,"Rockingham, NC 28379, USA",2016-02-04 00:00:00+00:00
2196,"Ambala, Haryana, India",2016-01-02 00:00:00+00:00
2197,"Kingston, NY 12401, USA",2016-04-11 00:00:00+00:00
2198,"Arlington Rd, Cape Town, 7550, South Africa",2016-04-05 00:00:00+00:00
2199,"Bradenton, FL, USA",2016-02-09 00:00:00+00:00
2200,"Calumet City, IL, USA",2016-04-04 00:00:00+00:00
2201,"Wesley Hills, NY, USA",2016-02-11 00:00:00+00:00
2202,"Waterloo St, Malibu Village, Cape Town, 7100, South Africa",2016-02-10 00:00:00+00:00
2203,"Dorchester, UK",2016-02-05 00:00:00+00:00
2204,"Westchester, IL, USA",2016-02-12 00:00:00+00:00
2205,"Chandler Cl, Cape Town, 7550, South Africa",2016-02-04 00:00:00+00:00
2206,"Alexandria, VA, USA",2016-02-11 00:00:00+00:00
2207,Jazan Saudi Arabia,2016-02-11 00:00:00+00:00
2208,"Thomaston, CT, USA",2015-02-11 00:00:00+00:00
2209,"Glendale, Texarkana, AR 71854, USA",2016-02-12 00:00:00+00:00
2210,"Madison, WI, USA",2016-04-04 00:00:00+00:00
2211,"Maiden, NC, USA",2016-02-11 00:00:00+00:00
2212,"Outside Ln, Rockingham, NC 28379, USA",2016-02-12 00:00:00+00:00
2213,"Riverdale, GA, USA",2016-02-11 00:00:00+00:00
