id_event,clock_time,details,number_of_shots_fired,time_day,type_of_gun
1324,11:45 p.m.,6100 block of Sunset Boulevard,,night,
1325,7:50 p.m.,900 block of West Lakewood Road,,night,
1326,12:15 a.m.,3100 block of Raymond Avenue,,,
1327,10 p.m,53rd Street and Avenue,,,
1328,8 a.m,OG Lail Road,,,
1329,,,,,
1330,1:30 p.m.,D\u00e9j\u00e0 vu Showgirls on West Lane,,,4 different weapons
1331,11:30 p.m,2400 block of West 62nd Street,,,
1332,8:50 p.m,1400 block of Sycamore Drive,,night,
1333,,,,,
1334,5:30 a.m.,1600 block of S. Beltline Road,,,
1335,4 a.m.,in the 400 block of Dunlap Street,,morning,
1336,7:35,1900 block of 90th Avenue,,p.m,
1337,midnight,"9700 block of Forest Lane, near Audelia Road",,,
1338,,300 block of Northeast 15th Avenue,,night,
1339, 2:15 a.m.,"outside an apartment complex in the Liberty City neighborhood about 6 miles north of downtown Miami, at Northwest 12th Avenue and 65th Street", more than 35 markers on a street and a staircase to indicate ammunition casings,early,
1340,10 a.m.,Holladay Precinct,,,
1341,,,,,
1342,after 8 p.m,Grand at Day Circle housing community,,,
1343,11:45 a.m,apartment complex at Fountain Way and Pleasant Avenue,many,,
1344,,,,,
1345,7:07 p.m, 2700 block of East 80th Street ,,p.m,
1346,,,,,
1347,2:30 p.m,,3 shots,,
1348,11 a.m,,,,
1349,10 a.m.,,,,
1350,,Walmart,,night,
1351,3:15 a.m,Robinson and West Cary,shot in the leg,a.m.,
1352,,,,,
1353,1:30 p.m,200 block of East Phillips Street,,,K-9 
1354, 8:24 p.m,,,,
1355,,,,,
1356, 8:30 a.m.,1132 N. 26th St. near Dehler Park,,,
1357,,,,,
1358,,,,,
1359,, Tupelo Furniture Market 5,A bullet,morning,
1360,,,,,
1361,8:30 p.m.,,multiple,,
1362,5:30 p.m,,,,
1363,5 and 5:50 a.m.,"the area of Van Dyke and Marcus, in a neighborhood just north of I-94",,morning,
1364,,Twenty Men Club at 13th and Quindaro Boulevard,,after midnight,
1365,4 a.m,15000 block of??Belen Street in far south Bexar County,,morning,
1366,9:30 p.m,8400 block of East Colfax Avenue,,,
1367,2 a.m.,600 block of Escanaba,,morning,
1368,,residence located near 1st Street and NW Jefferson ,,afternoon,
1369,8:38 p.m., Englewood neighborhood,,night,
1370,12:25 a.m, 231 Ashley St,,morning,
1371,4:50 p.m,657 W. 6th St. in San Pedro,,,
1372,8:45 a.m.,200 block of Prospect Street,,morning,
1373,3:15 p.m,"Hickory Street, near Church Street",,,
1374,,6100 block of West Pettiford Drive,,,
1375,4 p.m,8300 block of LA 418 ,once,,
1376, 3:35 p.m.,6600 block of N. Kingshighway Boulevard, one shot,,
1377, 8:30 a.m,312 Weant Blvd., two cracks, morning,police firearms
1378,8 p.m.,"Rite Aid Pharmacy, located at 114 E. McDowell Road",,night,
1379,6 p.m.,King Foods and Meat Bazaar on 36th Street,,,
1380,,,more than 30 ,5 p.m,
1381,,Downriver,shot,night,
1382,2:15 a.m.,L.R. \u201cDad\u201d Perry Park,,morning ,
1383,," Madison County's criminal courthouse in Canton,",once,,semiautomatic handgun
1384,,500 block of Dail Street,,night,
1385,10:45 a.m,,,,
1386,6 a.m.,,,,
1387,,apartment complex,,,
1388,8:40 p.m,the 300 block of Kent Lane on the city's South Side,,,
1389,, near N. 29th and W. Burleigh,several ,evening,
1390, 10:43 p.m," Grand Theatre 16 in Lafayette, about 45 west of the state capital, Baton Rouge",multiple shots,Thursday night,
1391,11:30 p.m.,Secondary Highway 712,,,
1392,,,,,
1393,8 p.m,7000 block of South Justine,,,
1394,,Yukon River village,,,
1395," 8:45 p.m.,",1800 block of North Keeler Avenue,,,
1396,6:40 p.m,,,,
1397,4:15 p.m.,7600 block of 78th St. near Calumet,,,
1398,8:51 p.m,,,,
1399,,,,,
1400,2:20 a.m,1500 block of North Milwaukee,three ,,
1401,,,,morning ,
1402,,,,,
1403,12:20 a.m.,West 59th Street and South Campbell Avenue,,early,
1404,3 p.m,Mattapan,multiple times,,
1405,1:15 a.m.,,,night,
1406,1:05 a.m.,84000 block of Pedro Drive,,morning,
1407, 11:40 p.m., 2100 block of Manhattan Beach Boulevard,,,
1408,1 a. m.,,,,
1409,6 a.m.,7500 block of Central Avenue Northwest,,,
1410,,"Tuesday, July 29th,",,,
1411,,500 block of Jefferson Chase Street in southeast Atlanta,,,
1412,10 p.m.,,,,
1413,5:30 p.m,,,,
1414,,,,afternoon ,
1415,,,,,
1416,1:45 p.m.,Pic N\u2019 Save Market,,afternoon,
1417,,,, night,
1418,7:22 p.m.,Jennings Homes in the 1800 block of Cooney Circle,three ,,
1419,,,,,
1420,,,,,
1421,,Quality Inn on Bishop Boulevard,,,9 mm Glock pistol and .308 caliber bolt-action scoped rifle
1422,9 p.m.,Coney Island,,,
1423,,,,,
1424,,,,,
1425,,,,,
1426,4:15 p.m.,West Coldspring Lane by Daytona Avenue,,afternoon ,
1427,5:50 p.m. ,"800 block of Norwich Avenue, two blocks north of Parthenia Street",,,
1428,4:30,Wissinoming section,,afternoon,
1429,4:30 p.m.,,,,
1430,7 p.m.,900 block of Hamilton Avenue,single gunshot,,
1431,10:25 p.m,,,,
1432,2:20 a.m,,,,
1433, 8:45 p.m.,,,,
1434,10:44 p.m,,,,
1435,8:45 p.m,,,,
1436,9:20 p.m.,,,,
1437, 7:30 p.m,,,,
1438,,,,,45-caliber gun
1439,,,,,
1440,5 a.m.,11200 block of SE Holgate Boulevard,a gunshot,,
1441,12:46 a.m. ,Econo Lodge and Travel Centers of America truck stop on Meriden-Waterbury Road,,early Saturday,
1442,9:40 p.m,,,,
1443,,6th and Greenleaf streets,,early Sunday morning,
1444,10:30 p.m.,, three,night,
1445,4 a.m,,,morning,
1446,,,,,
1447,12:15 p.m.,41 Health Mart Pharmacy on East 41 Street and 8 Avenue,,,
1448,,,,,
1449,,Vine St. and Santa Monica Blvd.,,,
1450,12:40 am,near I-45 and Dyna,,,
1451,6:40 p.m.,109th and Parnell,,,
1452,7:30 p.m.,,,,
1453, 4:30 , Village Lane at Willowview,,morning,
1454,2 p.m.,32nd Place,,afternoon,
1455,1 a.m,,,,
1456,,Birmingham suburb,,afternoon,pistol
1457,3:45 p.m,10000 block of La Sierra Drive,1,afternoon,
1458,,,,,
1459,8:49 p.m.,South Street apartment,,,handgun
1460,1:15 a.m,West 87th Street ,,,
1461,3 p.m,west of Cherry Street SE and College Avenue,shot,afternoon,
1462,,,,,
1463,,,,,22-caliber pistol
1464,8:15 a.m,Ponderosa Mobile Home Park,,morning,
1465," 8:58 p.m.,",,,,
1466,11:20 p.m.,,,,
1467,3 a.m.,,,,
1468,,,,,
1469,,,,early Wednesday morning,
1470,2:47 a.m,intersection of 37th Street and the highway,unknown,night,
1471,5:30 p.m. ,22400 block of Strassburg Avenue,a,evening ,
1472,,,,night,
1473,1:20 a.m,,,,
1474,6 p.m,Syracuse near the Pride gas station on SR 13,,night,gun
1475, 8 a.m.,1400 block of Kicker Road,, morning,
1476,before 10 a.m,,,,
1477,9:22 a.m,West Evergreen Avenue,multiple, morning,
1478,10 p.m. ,,,,
1479, 9 a.m,,,morning,
1480,,Wadsworth Street Southeast,several,,9mm handgun 
1481, 8:30 p.m,,single gunshot,night,
1482,, 900 block of President Street, a gunshot,morning,
1483,9:40 p.m.,shots fired near West 35th Street and North Kenwood Avenue,two ,,
1484,3 p.m. ,Midland Avenue,,afternoon,
1485,4 p.m.," 300 block of Bonnie Court, near Airport Road and Murray Boulevard",,,
1486,9:35 a.m,21000 block of Shadow Rock Lane,,morning,
1487,,,50 shots, Sunday, rifle
1488, 7:30pm. ,,,,
1489,2:19 a.m.,900 block of Homestead Village Lane SE,,morning,
1490,,,,,
1491,2 p.m.,an apartment near 87th and Peoria avenues,,,
1492,,Constitution Park ,, late Wednesday afternoon. ,
1493,6:30 p.m,,at least 20 shots,,9mm pistol
1494,,,,,
1495,, apartment complex,,night,
1496, 5 a.m.,24-hour diner , two dozen , morning ,
1497,,near Grant Street,,,
1498, 9 p.m,,,,
1499,10:20 p.m.,"900 block of South Hall Street, near Lehigh Street",,night,
1500, 1:30 a.m, Cape Fear Valley Medical Center ,,,
1501, 4 p.m,,,,
1502,10:56 p.m,,,,
1503,9:15 p.m,Sherwood Apartments at 301 West Lawrence Street,,p.m,
1504,4pm,Influence Barber Shop on Upper Wellington St,,,
1505,10 p.m , Sea Mist Townhomes,a ,night,shotgun 
1506,7:12 p.m,,single bullet,night ,
1507,,,,,
1508,4:15 a.m, 4600 block of Kumeyyay Road near state Route 94,one,morning,
1509,6:30 p.m.,W. 97 and Walford,,night,
1510,3 a.m,300 block of Deanna ,,early Monday morning,
1511,,,,night,
1512,,,shot,,
1513,10:30 p.m,11600 block of Hawthorne Boulevard,,evening,
1514,1:10 p.m.,north,,,handgun
1515,,home invasion,,night,
1516,1:30 p.m.,Browning Street,,,handgun
1517,,Goodfellow and Amelia,,,
1518,,,,,
1519,6:30 p.m.,,,,
1520, 3 a.m.,near a nightclub on Neville Street,,,
1521,10:00 a.m.,Cliffside Court in the Valley Run Community,,morning,
1522,10 a.m,,,morning ,
1523,9:10,Columbia Square,a shot,p.m. ,
1524,12:30 a.m,,,,
1525,4:30 p.m, 700 block of East Madison Street,,,
1526, 2:30 p.m,Reservoir and Trumbull ,3 shots ,,22 caliber pistol. 
1527,8:30 p.m,,,,
1528,,,,,
1529,,,,,
1530,after 11 p.m.,3600 block of West 79th Avenue,,night ,
1531,11 a.m., Farrow Road and Easter Street,,morning,
1532,,,,,
1533,,,,,loaded handgun
1534,7:15 p.m,Soto and First streets,several,,handgun
1535,,,,,
1536,3:50 p.m,509 Porter Street at McLane,,afternoon,
1537,3 p.m.,3600 block of Hulen Park Circle,,afternoon,
1538,,parking lot of an apartment complex in the 11100 block of 76th Terrace,,evening,
1539,1:20 a.m," 1:20 a.m. inside Club Anton, 428 Third St., just east of Broadway. Police said a party was being held at the clu",,"Saturday morning, October 19",
1540,10:50 am,1900 block of D Street,,,
1541,5:45 p.m,10th Avenue,,,
1542, 1:40 a.m. ,\u201cThe Place\u201d bar.,,morning,
1543,, Winchester Street,,midnight ,
1544,5am ,"6500 block of TC Jester, between Areba and Garapan Street.",,,
1545,11:30 p.m,Arlington apartment complex, twice,night,
1546,,,,,
1547,2:30 p.m, West Washington Street and Boone Drive,,afternoon,
1548,6:30 p.m,"Jacqueline Drive, near the Brandywine Apartment Complex",,,
1549,10:30 p.m,Broadway Street,,,shotgun
1550,,3816 Woolwine Drive,,11:41 p.m. ,
1551,6 p.m,Hennepin County Medical Center,malfunctioned,evening,pistol
1552,4 p.m,,,,
1553,,,,,
1554, 3:15 a.m,,,,
1555,,,,,
1556,10 a.m,7500 block of Martin Mill Pike, several shell casings,, handgun 
1557,10 p.m.,3300 block Cochran Drive near Drennan Road,,night,
1558,,East Penn Street just off North Hanover Street ,several ,,handgun
1559,8:21 p.m.,Letterkenny Township,,Friday night,
1560,,,,,
1561, 5 a.m,1500 block of Empire Avenue,,,
1562,,,,,
1563,,,,morning ,
1564,10:30 p.m.,S. 56th Street and W. Greenfield Avenue,a gunshot,night,
1565,6 a.m, south Macon area,three,,
1566,,,,,
1567,10:30 p.m,Ellenwood home,,p.m.,
1568,7:30 p.m.,900 block of Pebblestone Drive,,,
1569,12:06 a.m,,,,
1570,,,,,
1571,1:15 a.m.,,,,
1572,12:30 a.m,,,,
1573,12:30 p.m.,5200 block of Denmore Ave. in the Arlington neighborhood of Northwest Baltimore,,,
1574,7:30 p.m, movie theater,,night,
1575,,,,,
1576,,Las Lomas apartments in the 800 block of Timberlake Drive,,midnight,
1577,11:20 p.m,Knox County,,,
1578,,,,,
1579,,Market Street and Federal Road,,,
1580,,"Cadieux, south of Warren, near Cadieux Cafe.",,morning ,
1581,5:00 p.m,near 57th and Sangamon,,,
1582,,trailer,,,
1583, 7 p.m,600 block of North Broadway,,Thursday night, pump-style rifle 
1584,, near 24th and Locust,, afternoon,
1585,8 p.m.,11200 block of Audelia Road,,,
1586,,,,,
1587,,Dunklin County,,evening ,
1588,,1800 block of Abshire Lane,multipl,midnight,
1589,7:40 a.m,7700 block of Mesa College Drive,,morning,
1590,,Shelby Star,,,
1591,3:40 a.m,Colorado Street,,morning,
1592,,ntersection of Rockford Road and Northwest Boulevard,multiple times,night ,handgun
1593,,,,,
1594,,,shot,,
1595,,,,,
1596,5:30 a.m.,3800 block of North Terry,,a.m.,
1597,,,,,
1598,shortly before 6 p.m.,Uptown Baptist Church,nearly two dozen,evening,high-powered rifle
1599,,,,,
1600,3:30 p.m,,,,
1601,5 p.m.,7300 block of Bay Back Court in the Bayhead Village Apartments ,,afternoon,
1602,,,,,
1603,5:30 p.m,,,,
1604, 11:27 a.m,,,,
1605,1:15 a.m.,2000 block of Spring Walk Lane,about 20 ,,
1606,2:30 p.m. ,1400 block of N. Luzerne Avenue,,afternoon,
1607,4:15 p.m,92nd and Howard ,,,
1608,,,,,
1609, 9 p.m,,,,
1610,,,,,
1611,7:45 a.m.,a home in the 1100 block,,,
1612, 6:30 a.m,5600- block of Andover,one round, morning, pistol 
1613,,Truesdale Avenue,,,
1614,,,,afternoon,automatic pistol
1615,8:45 p.m,300 block of North 30th Street,,night,handgun
1616,,,,,
1617,11:15 p.m, 2700 block of West 3rd Street near Highland Avenue,At least 30 shots fired,night,high-powered handgun and an assault rifle
1618,,,,,
1619,,"on Indiana St., at Woodhead in the Montrose area",,,pistol
1620,12:15 a.m,,,,
1621,,Token Creek Park,,evening,nail gun
1622,,,,,
1623,,,a stray bullet,night,
1624,1 a.m, Cavile Place apartments in the 5000 block of Avenue G,multiple times,overnight,
1625,4:05 pm,,,,
1626,9:14 p.m.,intersection of County Road 9 and Northwest Boulevard,,,
1627, 4 p.m,315 Germania Avenue ,multiple,,
1628,,Bromma gymnasium,,,
1629,5:40 p.m,,,,
1630,,,,,
1631, 10 p.m,,,,
1632,,,,,
1633,,,,,
1634,,,,,
1635,12:30 a.m,"Mutt & Jeff\u2019s, a bar at 3700 Oberlin Ave.", two shots in the parking lot before Church was shot.,,.380-caliber
1636,,,,,
1637,12:15 a.m.,East Garfield Park neighborhood on the West Side,,morning,
1638,3:30 p.m.,,,,
1639,,,,early ,
1640,,,once,,
1641,,West Side alley,,,
1642,7:52 p.m.,a house in Pleasant Grove,,night,
1643,,,,,
1644,,1817 S. Thompson St.,, just before midnight,
1645,2:00 a.m.,1300 block of East Pioneer Parkway,,morning ,
1646,2:45 a.m.,,,early Sunday,
1647,5:30 p.m,Washington Park ,, evening,
1648,1:35 p.m. CT,Bush Intercontinental Airport,,,
1649,,Maryland Avenue,a gunshot wound,afternoon,
1650,10 p.m.,400-block of Parkview Street,multiple,,
1651,,1900 block of Colt Drive,multiple,,handgun
1652,,"Long John Silver\u2019s, in the 1000 block of S. 11th Street",, night,
1653,,,,,
1654,,,,,
1655,,,,,
1656,3:30 a.m,North Oakland Avenue,,early Sunday morning,
1657,,,,,
1658,8:15 p.m,Marie Wideman??Memorial Park on Imperial Avenue near 67th Street,,night,
1659,3:30 a.m.,"the strip club at 85 Saint John Street, at the corner of Hamilton Street",multiple,morning,
1660,12:10 p.m.,Almonte Mini Mart at 4th and W. Annsbury Streets,,,
1661,9:20 p.m. ,285 E. Airport Ave.,,night,
1662, 11 p.m.,"in front of his home,",,late Saturday night,handgun
1663,af\u00adter\u00adnoon,the 1000 block of Al\u00adcott St.,mul\u00adtiple,5 p.m.,
1664,10:20 p.m. ,the Getty Mart located in the 4100 block of George Washington Hwy,,night,
1665,7 a.m. ,Oak Park neighborhood,,,
1666,,Casey's General Store on the 4500 block of 18th Ave. NW,three, after school was let out,semi-automatic
1667,,4600 block of Midwood Ave,,evening,
1668,," Fish Creek Road, south of Highway 2.",,night ,9mm handgun and possibly other firearms to include a 12 gauge shotgun and a 7mm rifle. 
1669, 7 ,a house on 17th Avenue in the Oak Park neighborhood,,a.m,
1670,,Jefferson and Palm Ave,,afternoon,
1671,,,,,
1672,8:30 a.m., 1132 N. 26th St. near Dehler Park,fired a shot at his brother before turning the gun on himself,,
1673,,movie theatre at Central Mall,,night,
1674,,Home Depot,,,
1675,,, once ,evening,Glock pistol
1676,,O.K. Corral,,,
1677,2:45 p.m.,area of Andrew Avenue and North Parkside Drive,one shot,afternoon,
1678,6 a.m,406 Miller St.,,morning,
1679,6 a.m.,406 Miller St.,50 ,morning ,
1680,9 p.m, 1104 Summer St,multiple,p.m,
1681,11:45 a.m.,,,fenced yard of a house,
1682, 7:20 ,North Colorado Medical Center,3,a.m,
1683,1:30 p.m,Greenetrack,seven,,
1684,,"house in Pakowhai Rd in Hastings looking for him, but he was not found. Shortly after, police were alerted to a sighting of Paul chasing a male along a road in Wairoa with a firearm. Shortly after that he was involved in a pursuit with police from Wairoa to Frasertown where he pointed a firearm at police.",,morning,pistol
1685,,Highway 95,shot him multiple times,,
1686,, Nebraska ,multiple,,
1687,2:30 p.m. ,Reservoir and Trumbull , 3 shots, p.m. , 22 caliber pistol. 
1688,About 8:15 p.m, West 44th Avenue,,p.m.,
1689,12:16 p.m,2000 block of Freeport Road,,p.m,
1690,3 p.m.,Highway 99,,p.m. ,
1691,,West Agua Linda Lane,,morning,
1692,3 p.m,southbound Hwy. 99. ,,Tuesday afternoon,
1693,1:20 a.m. ,bar,Multiple rounds,a.m.,
1694,5:10 a.m.,26th Avenue,two shots,morning,
1695,,1000 block of Finley Road,,afternoon,
1696,,,dozens of rounds,,
1697,,Anakie Rd,,night,
1698,9:20 p.m.,downtown Seaside,single shot,night,semi-automatic pistol 
1699,,Longwood Road,,,.390 handgun
1700,7.30am,intersections of View St and Glen St ,at least six,morning,
1701,,Maryland-Delaware,,,handgun and assault weapon 
1702,,York Road,,night,
1703,,a home on the 1000 block of Finley Road,,afternoon,
1704,,"12300 block of Fourth Place W, just south of Everett",,,
1705,,California Street,,afternoon,
1706,10 p.m.,5000 block of 84th Street SW,multiple ,evening,
1707,11:45 p.m,4100 block of Colby Avenue,,ate Sunday night,
1708,,corner of Saluda Road and the J.A. Cochran Bypass near the IGA store,,afternoon,
1709,7.25pm,corner of Lonsdale and Spencer streets,a bang,,
1710,11pm,Anakie Rd,,,
1711,,"500 block of Flint Street,",,before midnight,
1712,,"Flint Street apartment,",several shell casings,,
1713,,3100 block of 202nd Street SW near Lynnwood,,,
1714,3:30 p.m.,Paul Creek Lane,,,
1715,,,,,
1716,2:26 a.m.,1500 block of 6th Avenue,,,
1717,,,,night ,
1718,3:30 p.m., Paul Creek Lane near Dearborn north of Craig ,,,
1719,,,,,
1720,12:30 p.m.,,,,.38-caliber revolver
1721,5:10 a.m,apartment complex in the 1100 block ,two ,7:20 a.m.,
1722,3 a.m.,Saluda Street ,,morning,
1723,,,,,
1724,,,,early morning,
1725,5:10 a.m.,1100 block of 26th Avenue,,a.m,
1726,9 a.m,Md. 64 and Ringgold Pike,,,handgun
1727, about 3 p.m, at her home,,,
1728,7:30 p.m.,Grand 16 Theater,,,handgun
1729,5:30 p.m,"714 E. Crocker St., unit 112",,,
1730,6 p.m.,,multiple,,
1731,11:30 p.m,Cold Hill Road,,p.m,
1732,8 a.m.,Grassy Lake Apartments,,,.40 caliber pistol
1733,,,,,semiautomatic rifle
1734,9:48 p.m,Redwood Parkway at Oakwood Avenue,,,
1735,,parking lot of the Hampton Inn,one,,
1736,at 9:18 p.m,,,night,
1737,,Sherwood Apartments at 301 West Lawrence Street ,three to four, evening, rifle or shotgun
1738,8 a.m,Independence High School,two,morning,
1739,7:56 a.m,Autumn Ridge Apartments at 1165 Southeast Olson Drive ,multiple,morning,gunfire
1740,10:30 a.m,,shot once,,semiautomatic handgun
1741,, Isabella County,,,pistol
1742,10.45,"Walmer Street, just off the Ormeau Road ",,pm,
1743,,Carmike Hickory 8 theater in Antioch,,,
1744,,Independence High School,,,
1745,,,16,,
1746,3:15 a.m,,,,
1747,,600 block of Girl Scout Road,a gunshot wound ,evening ,
1748,before 3 a.m.,near JD's Pub in the 6900 block of Eagle Creek Parkway, multiple ,,
1749,about 3:30 p.m.,in the area of 400 North and 600 East in front of an apartment complex,,,
1750, 5:10 a.m, 1100 block of 26th Avenue, two shots, afternoon,
1751,,father\u2019s home on Naylor Road,,,
1752,2:30 ,,3,p.m,22 caliber pistol
1753,,Avenue B and 2nd Street,Several,night,
1754,1:30 p.m.,Rite Aid at 366 S. Palm Canyon Drive,,,
1755,,in her car on the 600 block of Ontario Street,,,
1756,,,,,
1757,,1600 block of Pinfish Lane,,afternoon ,AK-47
1758,,Dollar General on Prince Royal Drive,,evening,
1759,8:45 p.m,400 block of Parkway Drive,,,
1760,5 a.m,apartment complex in the 1100 block of 26th Avenue,two shots,morning,
1761,,outside a Curepe bar ,,night.,
1762,,,,,
1763,, 3rd Street and 19th Avenue,,,
1764,,,,,
1765,,,shooting,,
1766,,,,,
1767,,7th Avenue and Noble Street,,Morning,
1768, between 10 and 11 ,Sonic on Main Street,,p.m.,
1769,,,shooting,,
1770,,500 block of Laurens Street,,night,
1771, 5 a.m, Derry Road and Torbram Road,,morning,
1772,,Ocean Avenue,,,
1773,5:10 a.m.,an apartment complex in the 1100 block of 26th Avenue,two,morning,
1774,shortly before 7 p.m.,a home on the city's west side,,,
1775,7 p.m.,Dogwood Place Apartments at 201 Eads St.,,,revolver
1776,, Lakefront area,,afternoon,
1777,,southwestern Steglitz neighbourhood,,,
1778,,wooded area near 1200 Highway 100,,night,
1779,8:04 p.m.,10900 block of Novelda Drive,,night,
1780,5 a.m,Super 8 motel,,,9mm Glock pistol
1781, 9 p.m.,inside a house in unincorporated Gilbert,,night,handgun
1782,," 1900 block of Rowan Street, near Germantown Avenue",,early,
1783,7 p.m.,3300 block of North Watson Road,,,
1784,,north Tulsa,,overnight,
1785,,500 block of Dudley Drive,,afternoon,
1786, 7 p.m.,Deaverview Apartments,,,
1787,11:15 p.m,Taco Bell parking lot,, night,
1788,1:40 am," town of Zitiste, around 80 kilometres (50 miles) north of Belgrade",,early,automatic rifle
1789,11:15 p.m,Taco Bell parking lot,, night,
1790,3:30 a.m, Playoffz Night Club.,several times,a.m,
1791,2:16 a.m,3800 block of Victoria Boulevard,,morning,
1792,11, 200 block of West Park Avenue,,p.m,
1793,10:30 p.m.,7th Street near Liberty Avenue,,,
1794,,1400 block of W. 107th Street,,night,
1795,12:15 a.m.,5600 block of Byard Avenue,,,
1796,,Orleans Avenue near E. 98th,,morning,
1797,11:20 a.m.,few blocks from Brown University,,,small-caliber
1798,,Dollar General store.,,afternoon,
1799, 6:45 a.m,driveway,,,handgun
1800,,Montgomery Townhomes on the 1800 block of North 20th Street ,,shortly after noon,
1801,12:15 a.m.,Highway 43 and I-90,,morning,
1802,1:00 p.m,5600 block of El Camino Real,single,,
1803,1:30 p.m.,minivan that crashed into a vendor's tent at a downtown chicken wing cook-off,,afternoon,
1804,,500 block of Samantha Lane,,evening, .40 caliber handgun
1805,,,,morning,
1806,,5700 block of Westchester Way,,,
1807, 8:20 ,,,,
1808,,High Noon Gun Range,,,.22 - just a little semi-automatic pistol
1809,,Broadway and Chauncey Street,,,
1810,,bus stop,,Morning,
1811,1:20,Post Avenue ,once, a.m.,
1812,,,a single gunshot,night, handgun
1813,,intersection of Effingham Road and Tuckaseegee Road,,midnight,
1814,2:03 a.m,6300 block of South Talman,,early,
1815,,,,,
1816,7 p.m.,Walgreens back parking lot,four,Early,
1817,,a home on Willow Villa Road,,after midnight,
1818,,Baba Haridas Nagar,, Friday morning,
1819,, sidewalk,,afternoon,
1820,11:15am,,,,
1821,12:25,Schenectady Avenue,,a.m,
1822,12:27 p.m,"Frontier Diner, 10424 Interstate 30",,midday,
1823,,outside a convenience store,five ,,
1824,,,,,
1825,,intersection of North Villere and Music streets,nine ,night,
1826, 3 p.m,Benziger Avenue home,,,
1827,, Mogri town near Anand,,night.,revolver 
1828,,2800 block of East 15th Street,,,
1829,9:10 ,at a campground off the left side of Deep Creek Rd,,p.m,.40mm handgun
1830,10 p.m.,North Villere and Arts streets,,,
1831,,master bedroom,,middle of the night,.22 caliber handgun
1832,, 8200 block of Northwest 10th Street,,midday, pistol
1833,,3100 block of Park Church Road,multiple,,
1834,,Lenox Square in the Buckhead neighborhood,,evening ,
1835, 10:10,Congress Street,,night,
1836,,1500 block of Harwood Street,,afternoon,
1837,3:00 a.m.,Madison Park,,morning,
1838,,wooded area near his home,,,9mm pistol
1839,2:30, near Reservoir and Trumbull avenues, 3 shots were fired,p.m.,22 caliber pistol
1840,3 p.m.,Alliance Center,multiple,,
1841,5:20 p.m,"the rear alley in the 5000 block of Robin Avenue, near Lillian Avenue",,,
1842,3:15 a.m. , Zinnia Avenue,,morning,
1843,," parking lot of the Fehrer plant in Fountain Inn,",,,
1844,1 a.m.,North Fairmount apartment complex parking lot,multiple times,,
1845,,parking lot of Lenox Square Mall,,,
1846,,near a Belton strip mall,,afternoon,
1847,,,,,
1848,,car dealership,,morning,
1849,12 p.m.,Kennedy Road and Steeles Avenue,,,
1850,,,,,
1851,,,,,
1852,11am, in their home,,,handgun
1853,,walked up the driveway toward the house,,,
1854,10:30 a.m,2077 Lane Street,,,
1855, 1 a.m,E. 38th Street,,,
1856, 1 a.m,E. 38th Street,,,
1857,, 8200 block of Northwest 10th Street,,,
1858,, Fort Bend County,,,handgun
1859,10:30 a.m.,Northeast Boulevard and East 30th Street,,Wednesday morning,
1860,7 p.m,3800 block of Park Avenue,,,
1861,,,,,
1862,,Kinopolis movie theatre,,afternoon,rifle
1863,,6000 block of Remson Hollow Lane,five, afternoon,"five-shot, .38 caliber handgun."
1864,,,,morning,
1865,3 a.m.,between Adams and Knox Streets,,morning.,
1866,,Pine,,,
1867,,home on Carolina Avenue,,morning.,
1868,,Beard Street near Fairbanks Street ,,night,
1869,,inside the house ,,,
1870,,9700 block of East Pine ,,,
1871,,9525 Grovedale Circle,Two,overnight,40 caliber handgun
1872,,restaurant,once,,
1873,3:55 a.m, 1700 block of North Verdugo Road,,,handgun
1874,,8200 block of Northwest 10th Street,and pulled the trigger,,
1875,11:15 p.m,in front of his home, three ,,.25-caliber
1876,,1700 block of West Highland Avenue,,Tuesday night,9 mm semi-automatic handgun
1877,1 a.m.,"1730 Carroll St., near Rochester Avenue",,,handguns
1878,10:40 p.m,1700 block of Highway 418,,night,Glock 45
1879,2:45 p.m,downtown Denver office building,,afternoon,
1880,2:50 p.m,500 block of Dudley Drive,,,
1881,10:45 p.m.,4000 block of 9th Street,,night,
1882,,a ditch in Iberville Parish,,,
1883,,,, evening,shot
1884,,,223 caliber rounds,,Winchester rifle
1885,,,,,
1886,,,,,
1887,2.30am,"Jobbers Cross, on the Shanagolden to Foynes Road",a 9mm round,morning,9mm
1888,,Grand Canyon Railway ,once,,revolver
1889, 5:20 p.m,7700 block of South Indiana Avenue,multiple times,evening ,
1890,8:30 p.m,5600 block of South May Street,,,
1891,8:12 p.m,1900 block of Birchwood Ave.,shot three times,Wednesday night,
1892,3:20 a.m,1100 block of North Lawler Avenue,,early Saturday morning,
1893,3:32 p.m.,4600 block of South Western Avenue,,afternoon,
1894,12:50 a.m,4900 block of West Hubbard Street,,,
1895,4:40 a.m.,3600 block of North St. Louis Avenu,,morning,
1896,3:20 p.m,,,1300 block of West 109th Place,
1897,,near a Winder intersection,, evening ,
1898, 3:09 p.m,,,,
1899,,800 block of North Lasalle Street,,late Sunday night,
1900,3:58 p.m.,2 Avenue between 112 Street and 113 Street,,,
1901,10 a.m.,Lanfranco and Indiana streets,,,
1902,,German cinema,,,
1903,5:30 p.m.,7900 block of South Merrill Avenue,,evening,
1904,2:30,condo complex,single,p.m.,handgun
1905,,"bathroom at his home in Boko, Kinondoni District",,,shotgun
